adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
False,"[10749, 18]",527641,en,Five Feet Apart,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",11.481,2019-03-14,Five Feet Apart,False,8.237,5720
False,"[18, 10749]",447362,en,Life in a Year,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",6.1621,2020-11-27,Life in a Year,False,8.237,1918
False,"[18, 10752]",25237,ru,Иди и смотри,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",5.3512,1985-10-17,Come and See,False,8.235,1601
False,"[12, 28, 878]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",92.6399,2018-04-25,Avengers: Infinity War,False,8.236,30579
False,"[18, 36]",490132,en,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",14.1163,2018-11-16,Green Book,False,8.231,12026
False,[18],265177,fr,Mommy,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",5.0335,2014-09-19,Mommy,False,8.229,2756
False,"[28, 878]",603,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",29.0508,1999-03-31,The Matrix,False,8.226,26426
False,"[16, 28, 878, 18]",283566,ja,シン・エヴァンゲリオン劇場版:||,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",4.8329,2021-03-08,Evangelion: 3.0+1.0 Thrice Upon a Time,False,8.2,854
False,"[18, 35]",24188,it,Il sorpasso,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",1.0103,1962-12-05,Il Sorpasso,False,8.2,793
False,"[16, 10751, 12, 14]",995133,en,"The Boy, the Mole, the Fox and the Horse","The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",7.1227,2022-12-25,"The Boy, the Mole, the Fox and the Horse",False,8.2,633
False,"[16, 28, 878, 12, 14]",618344,en,Justice League Dark: Apokolips War,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",6.6333,2020-05-05,Justice League Dark: Apokolips War,False,8.222,1493
False,"[28, 18, 12]",98,en,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",22.7235,2000-05-04,Gladiator,False,8.2,19740
False,"[16, 10751, 18, 14]",110420,ja,おおかみこどもの雨と雪,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",4.1342,2012-07-21,Wolf Children,False,8.22,2336
False,"[18, 36, 10752]",857,en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",20.1406,1998-07-24,Saving Private Ryan,False,8.219,16315
False,"[16, 10751, 12, 14]",441130,en,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",3.1073,2020-10-26,Wolfwalkers,False,8.216,1262
False,"[16, 12, 14, 35, 10751]",315162,en,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",22.8715,2022-12-07,Puss in Boots: The Last Wish,False,8.2,8219
False,"[18, 9648, 80]",37257,en,Witness for the Prosecution,An ailing famous barrister agrees to defend a man in a sensational murder trial where his self-possessed wife's unconvincing testimony confuses him.,6.1336,1957-12-17,Witness for the Prosecution,False,8.216,1487
False,"[18, 53, 10752]",16869,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",15.3265,2009-08-02,Inglourious Basterds,False,8.215,22884
False,"[16, 28, 14, 53]",635302,ja,劇場版「鬼滅の刃」無限列車編,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",17.7651,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,False,8.2,4095
False,"[27, 53]",694,en,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",16.8474,1980-05-23,The Shining,False,8.211,17965
False,[10402],1160164,en,TAYLOR SWIFT | THE ERAS TOUR,"A concert film documenting Taylor Swift's record-breaking Eras Tour (2023-2024). Filmed during the Los Angeles shows, the film captures the tour's ten acts, each representing a different musical era from Swift's career. The film showcases over 40 songs, elaborate stage productions, and Swift's performance.",3.0345,2023-10-13,TAYLOR SWIFT | THE ERAS TOUR,False,8.2,447
False,"[18, 53]",16672,ja,砂の女,A vacationing entomologist suffers extreme physical and psychological trauma after being taken captive by the residents of a poor seaside village and made to live with a woman whose life task is shoveling sand for them.,3.5201,1964-02-15,Woman in the Dunes,False,8.2,474
False,[18],50014,en,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",13.2218,2011-08-09,The Help,False,8.207,8561
False,"[10751, 16, 10402, 12]",354912,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",22.0733,2017-10-27,Coco,False,8.204,19990
False,"[18, 9648, 878]",1124,en,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",15.1237,2006-10-17,The Prestige,False,8.204,16547
